s,sLabel,sAltLabel,st,stLabel,rp,rpLabel,o,oLabel,oAltLabel,ot,otLabel
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q816253,Guayana Esequiba,Zona en Reclamación,http://www.wikidata.org/entity/Q15239622,disputed territory
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q82069695,SARS-CoV-2,"NCP, Corona, 2019-nCoV, Coronavirus, 2019 nCoV, 2019nCoV, Chinese coronavirus, nCoV-2019, nCoV2019, Novel coronavirus (2019-nCoV), Severe acute respiratory syndrome coronavirus 2, Wuhan coronavirus, Wuhan seafood market pneumonia virus, novel coronavirus, SARS-CoV2, Wuhan virus, Corona virus, Severe acute respiratory syndrome-related coronavirus 2, COVID-19 virus, Acute respiratory syndrome coronavirus 2",http://www.wikidata.org/entity/Q855769,strain
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q82069695,SARS-CoV-2,"NCP, Corona, 2019-nCoV, Coronavirus, 2019 nCoV, 2019nCoV, Chinese coronavirus, nCoV-2019, nCoV2019, Novel coronavirus (2019-nCoV), Severe acute respiratory syndrome coronavirus 2, Wuhan coronavirus, Wuhan seafood market pneumonia virus, novel coronavirus, SARS-CoV2, Wuhan virus, Corona virus, Severe acute respiratory syndrome-related coronavirus 2, COVID-19 virus, Acute respiratory syndrome coronavirus 2",http://www.wikidata.org/entity/Q855769,strain
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q82069695,SARS-CoV-2,"NCP, Corona, 2019-nCoV, Coronavirus, 2019 nCoV, 2019nCoV, Chinese coronavirus, nCoV-2019, nCoV2019, Novel coronavirus (2019-nCoV), Severe acute respiratory syndrome coronavirus 2, Wuhan coronavirus, Wuhan seafood market pneumonia virus, novel coronavirus, SARS-CoV2, Wuhan virus, Corona virus, Severe acute respiratory syndrome-related coronavirus 2, COVID-19 virus, Acute respiratory syndrome coronavirus 2",http://www.wikidata.org/entity/Q75913269,group or class of strains
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q82069695,SARS-CoV-2,"NCP, Corona, 2019-nCoV, Coronavirus, 2019 nCoV, 2019nCoV, Chinese coronavirus, nCoV-2019, nCoV2019, Novel coronavirus (2019-nCoV), Severe acute respiratory syndrome coronavirus 2, Wuhan coronavirus, Wuhan seafood market pneumonia virus, novel coronavirus, SARS-CoV2, Wuhan virus, Corona virus, Severe acute respiratory syndrome-related coronavirus 2, COVID-19 virus, Acute respiratory syndrome coronavirus 2",http://www.wikidata.org/entity/Q75913269,group or class of strains
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q12192,pneumonia
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q12192,pneumonia
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q609748,emerging communicable disease
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q609748,emerging communicable disease
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q216227,state of emergency,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q86694744,COVID-19 pandemic in South America,2020 coronavirus outbreak in South America,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q92512996,COVID-19 pandemic in Guayana Esequiba,Coronavirus pandemic in Guayana Esequina,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q86694744,COVID-19 pandemic in South America,2020 coronavirus outbreak in South America,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q16,Canada,"CA, ca, CDN, can, CAN, British North America, 🇨🇦, Dominion of Canada",http://www.wikidata.org/entity/Q6256,country
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q16,Canada,"CA, ca, CDN, can, CAN, British North America, 🇨🇦, Dominion of Canada",http://www.wikidata.org/entity/Q3624078,sovereign state
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P131,located in the administrative territorial entity,http://www.wikidata.org/entity/Q176,Quebec,"QC, Québec, Province of Quebec, Quebec Province, Quebec, Canada",http://www.wikidata.org/entity/Q3750285,administrative territorial entity of Canada
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P131,located in the administrative territorial entity,http://www.wikidata.org/entity/Q176,Quebec,"QC, Québec, Province of Quebec, Quebec Province, Quebec, Canada",http://www.wikidata.org/entity/Q11828004,province of Canada
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q340,Montreal,"Montréal, Ville-Marie, City of Montreal, Montreal, Quebec, Ville de Montreal, Ville de Montréal",http://www.wikidata.org/entity/Q200250,metropolis
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q340,Montreal,"Montréal, Ville-Marie, City of Montreal, Montreal, Quebec, Ville de Montreal, Ville de Montréal",http://www.wikidata.org/entity/Q1637706,city with millions of inhabitants
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q340,Montreal,"Montréal, Ville-Marie, City of Montreal, Montreal, Quebec, Ville de Montreal, Ville de Montréal",http://www.wikidata.org/entity/Q27676416,city or town
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q697,Nauru,"nr, Pleasant Island, Naoero, 🇳🇷, Republic of Nauru",http://www.wikidata.org/entity/Q7270,republic
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q697,Nauru,"nr, Pleasant Island, Naoero, 🇳🇷, Republic of Nauru",http://www.wikidata.org/entity/Q7270,republic
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q697,Nauru,"nr, Pleasant Island, Naoero, 🇳🇷, Republic of Nauru",http://www.wikidata.org/entity/Q112099,island nation
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q697,Nauru,"nr, Pleasant Island, Naoero, 🇳🇷, Republic of Nauru",http://www.wikidata.org/entity/Q112099,island nation
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q697,Nauru,"nr, Pleasant Island, Naoero, 🇳🇷, Republic of Nauru",http://www.wikidata.org/entity/Q3624078,sovereign state
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q697,Nauru,"nr, Pleasant Island, Naoero, 🇳🇷, Republic of Nauru",http://www.wikidata.org/entity/Q3624078,sovereign state
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands,"NL, Netherlands, the Netherlands, 🇳🇱",http://www.wikidata.org/entity/Q6256,country
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands,"NL, Netherlands, the Netherlands, 🇳🇱",http://www.wikidata.org/entity/Q417175,kingdom
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands,"NL, Netherlands, the Netherlands, 🇳🇱",http://www.wikidata.org/entity/Q3624078,sovereign state
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands,"NL, Netherlands, the Netherlands, 🇳🇱",http://www.wikidata.org/entity/Q20181813,colonial power
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P276,location,http://www.wikidata.org/entity/Q5317255,Dutch Caribbean,Dutch West Indien,http://www.wikidata.org/entity/Q82794,geographic region
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83741704,COVID-19 pandemic by country and territory,"2019–20 coronavirus pandemic by country and territory, coronavirus pandemic by country and territory",http://www.wikidata.org/entity/Q13406463,Wikimedia list article
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q83873580,COVID-19 pandemic in Canada,"2020 coronavirus outbreak in Canada, Canadian 2019–20 coronavirus outbreak, Canadian COVID-19 outbreak, COVID-19 outbreak in Canada, 2020 COVID-19 pandemic in Canada",http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q12192,pneumonia
http://www.wikidata.org/entity/Q90539748,Q90539748,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P828,has cause,http://www.wikidata.org/entity/Q84263196,COVID-19,"Wuhan pneumonia, 2019 novel coronavirus respiratory syndrome, 2019-nCoV acute respiratory disease, coronavirus disease 2019, Coronavirus disease 2019, SARS-CoV-2 infection, seafood market pneumonia, severe acute respiratory syndrome type 2, Covid-19, 2019 NCP, 2019 novel coronavirus pneumonia, COVID 19, COVID-2019, COVID19, nCOVD 19, nCOVD-19, nCOVD19, Wuhan respiratory syndrome, WuRS, CD-19",http://www.wikidata.org/entity/Q609748,emerging communicable disease
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P5008,on focus list of Wikimedia project,http://www.wikidata.org/entity/Q85931561,Wiki goes Caribbean,"WGC, WP:WGC",http://www.wikidata.org/entity/Q21025364,WikiProject
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q86695115,2020 COVID-19 pandemic in North America,,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P527,has part,http://www.wikidata.org/entity/Q87708719,2020 COVID-19 pandemic in Aruba,,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P527,has part,http://www.wikidata.org/entity/Q87709760,2020 COVID-19 pandemic in Curaçao,2020 coronavirus outbreak in Curaçao,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q91618785,2020 COVID-19 pandemic in Montreal,COVID-19 pandemic in Montreal,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P361,part of,http://www.wikidata.org/entity/Q88024576,2020 COVID-19 pandemic in Quebec,COVID-19 pandemic in Quebec,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P527,has part,http://www.wikidata.org/entity/Q88082922,2020 COVID-19 pandemic in Sint Maarten,2020 coronavirus outbreak in Sint Maarten,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P527,has part,http://www.wikidata.org/entity/Q89587538,2020 COVID-19 pandemic in Caribbean Netherlands,,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P910,topic's main category,http://www.wikidata.org/entity/Q90301264,2020 COVID-19 pandemic in the Dutch Caribbean,,http://www.wikidata.org/entity/Q3241045,disease outbreak
http://www.wikidata.org/entity/Q83872271,COVID-19 pandemic in mainland China,"Chinese 2019–20 coronavirus outbreak, Chinese COVID-19 outbreak, COVID-19 outbreak in China, 2019-20 coronavirus outbreak in mainland China, 2019-20 coronavirus pandemic in mainland China, 2019–20 coronavirus outbreak in mainland China, 2019–20 coronavirus pandemic in mainland China, 2020 coronavirus outbreak in mainland China, 2020 coronavirus pandemic in mainland China, Chinese coronavirus outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q148,People's Republic of China,"China, CHN, cn, CN, 🇨🇳, Communist China, PR China, PRC",http://www.wikidata.org/entity/Q842112,socialist state
http://www.wikidata.org/entity/Q83872271,COVID-19 pandemic in mainland China,"Chinese 2019–20 coronavirus outbreak, Chinese COVID-19 outbreak, COVID-19 outbreak in China, 2019-20 coronavirus outbreak in mainland China, 2019-20 coronavirus pandemic in mainland China, 2019–20 coronavirus outbreak in mainland China, 2019–20 coronavirus pandemic in mainland China, 2020 coronavirus outbreak in mainland China, 2020 coronavirus pandemic in mainland China, Chinese coronavirus outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q148,People's Republic of China,"China, CHN, cn, CN, 🇨🇳, Communist China, PR China, PRC",http://www.wikidata.org/entity/Q859563,secular state
http://www.wikidata.org/entity/Q83872271,COVID-19 pandemic in mainland China,"Chinese 2019–20 coronavirus outbreak, Chinese COVID-19 outbreak, COVID-19 outbreak in China, 2019-20 coronavirus outbreak in mainland China, 2019-20 coronavirus pandemic in mainland China, 2019–20 coronavirus outbreak in mainland China, 2019–20 coronavirus pandemic in mainland China, 2020 coronavirus outbreak in mainland China, 2020 coronavirus pandemic in mainland China, Chinese coronavirus outbreak",http://www.wikidata.org/entity/Q3241045,disease outbreak,http://www.wikidata.org/entity/P17,country,http://www.wikidata.org/entity/Q148,People's Republic of China,"China, CHN, cn, CN, 🇨🇳, Communist China, PR China, PRC",http://www.wikidata.org/entity/Q1520223,constitutional republic
